,Unnamed: 0,id_turma,discente,unidade,nota,reposicao,media_final,numero_total_faltas,descricao
15737,136712,57597051,e5976989d02dd01d7be21af6dcab12dc,3.0,3.4,f,3.8,44.0,REPROVADO
15738,136713,57597051,e5976989d02dd01d7be21af6dcab12dc,2.0,2.8,t,3.8,44.0,REPROVADO
15739,136714,57597051,e5976989d02dd01d7be21af6dcab12dc,1.0,3.6,f,3.8,44.0,REPROVADO
15740,136715,57597051,f3e277887cd1e614b4425337b3a096ca,2.0,3.6,f,5.0,25.0,APROVADO POR NOTA
15741,136716,57597051,f3e277887cd1e614b4425337b3a096ca,1.0,5.2,f,5.0,25.0,APROVADO POR NOTA
15742,136717,57597051,f3e277887cd1e614b4425337b3a096ca,3.0,6.3,f,5.0,25.0,APROVADO POR NOTA
15743,136718,57597051,7d155d6007d61a73d4f27b6f1e61b5cd,2.0,9.5,f,8.2,8.0,APROVADO
15744,136719,57597051,7d155d6007d61a73d4f27b6f1e61b5cd,1.0,8.8,f,8.2,8.0,APROVADO
15745,136720,57597051,7d155d6007d61a73d4f27b6f1e61b5cd,3.0,6.4,f,8.2,8.0,APROVADO
15746,136721,57597051,ba5d2fb47a9aae22f2b31d22d1ed9464,2.0,6.6,f,5.4,36.0,APROVADO POR NOTA
15747,136722,57597051,ba5d2fb47a9aae22f2b31d22d1ed9464,1.0,4.4,f,5.4,36.0,APROVADO POR NOTA
15748,136723,57597051,ba5d2fb47a9aae22f2b31d22d1ed9464,3.0,5.1,f,5.4,36.0,APROVADO POR NOTA
15749,136724,57597051,6de8a838aa97afbc920c26f719aeab50,2.0,0.0,f,0.8,115.0,REPROVADO POR MÉDIA E POR FALTAS
15750,136725,57597051,6de8a838aa97afbc920c26f719aeab50,1.0,2.3,f,0.8,115.0,REPROVADO POR MÉDIA E POR FALTAS
15751,136726,57597051,6de8a838aa97afbc920c26f719aeab50,3.0,0.0,f,0.8,115.0,REPROVADO POR MÉDIA E POR FALTAS
15752,136727,57597051,6515bc11da740d64680ef5f36d016237,2.0,2.3,f,3.5,48.0,REPROVADO
