"professor";"aula";"aluno";"media"
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"cc45c845f764c7be86f3959bffec4495 ";"9.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2238664ca4997472a24aa4d025b433c5 ";"6.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e2b9745017b06db7434ec9bde5278397 ";"6.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"7262cabf20f153ceaefb5a4180d0a859 ";"6.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5b89769f8ea128b937295de4981075c7 ";"8.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d8fdbd7e47947dcbb1f3ef6ab353484e ";"4.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"1083bef2aa3cadf999bdbf2c3d7b98ca ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"46aee5400eceac867127911c61ec7510 ";"7.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"26c1a4f51d93e5adc516b80303c22921 ";"7.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ff8c8ca5426dccb18dceaad6c00c6306 ";"8.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a81d1db6951d80327da46a346d528a06 ";"6.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d7a825aafe922feb601f52296ddbd5ec ";"7.7 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"fa9d440205cb6452fd9812228a2d7e89 ";"8.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"51ad5e1b46e8b1c131c714757b84a79c ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5352579978b225c2534b014bd6b70553 ";"9.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"311eb037be74d4a4242e34c949c0a2cb ";"7.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e27a4ef32519ed977417777c06d91b95 ";"5.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"31e219413c1eff2401a1c92479275ca7 ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"33af5b870b3c191a330c1f77e53d486d ";"4.7 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d0d260597bc6f8d7191b873220ca89c4 ";"8.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5904c33ccc86dfdcd3c08af48ccd93c3 ";"8.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"3907f7f59d7ae7ad8c7a25698985b3fe ";"5.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0dbb9d0029044471957b1fc5ca1fb5f3 ";"5.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"21cd53115bfff591f7e365f5fa059930 ";"7.7 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"1dfa15d5ae037a6218ca8192194f3900 ";"6.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"b7e673956494151ef9c7abeb9aca176b ";"6.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"8cadfd912a0e588e224c17883f1c6fd3 ";"8.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0b810a57d97cdba7b923be5b822367ba ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"6c5380ba799263418724f9af3f241040 ";"8.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"433347c5ae82c40ae87833e4c12d0c03 ";"5.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"6bce38ca9698dcde2d38a748f5293433 ";"4.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"349dc7ba2ad114e5b194e242c695cc05 ";"5.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"8e5bb6a75a0b9227bb461605720baf80 ";"7.7 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a35a48dae275048e22af85addf69f65a ";"8.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"cefa17be97c7b1a68278c8bd1131d3bb ";"7.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a609ebc6b61e57772e4b2490decd1ef0 ";"8.7 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0990b22d5cc621235045b4c4d54d1642 ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"257106d0aa81fc1644cd40bbbf402dd3 ";"7.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"cc45c845f764c7be86f3959bffec4495 ";"9.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2238664ca4997472a24aa4d025b433c5 ";"6.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e2b9745017b06db7434ec9bde5278397 ";"6.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"7262cabf20f153ceaefb5a4180d0a859 ";"6.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5b89769f8ea128b937295de4981075c7 ";"8.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d8fdbd7e47947dcbb1f3ef6ab353484e ";"4.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"1083bef2aa3cadf999bdbf2c3d7b98ca ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"46aee5400eceac867127911c61ec7510 ";"7.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"26c1a4f51d93e5adc516b80303c22921 ";"7.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ff8c8ca5426dccb18dceaad6c00c6306 ";"8.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a2d646a0957c1c07e8924d3d287f381a ";"0.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"4ab16fc330c852a118814a017a1b16ab ";"6.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"447b55103c7edbbcea2bf13044dd2f01 ";"8.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ce1a5176cd09437fb91b145a20a5bc9e ";"0.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5acd4a8859a004ce7bb855726301c89e ";"9.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"c71010a75ec4bac4d1df216625c18355 ";"5.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e8adc32af7e19085dfffc9a508099148 ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d1bbc794631db350f623adb5b9f39986 ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"36082aa60a418d71d7f086cd6c5534ca ";"4.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"9fde387831d4d157f00ef588bbb2214e ";"7.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"48ac3c43761a2e7a7a8c24ccaf5032a2 ";"4.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a70e6e000686d82ad1d1a29ce75fab9f ";"6.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ee4a24980ff7dd1a7b44db77a1d52a57 ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"097f7c4bf5faa328abe7629a0c3c3c8c ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"017fb033e3576b90a4746f95ed1670d6 ";"7.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e4caff7e063e019d019a550a2cc7ecce ";"3.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2be2c409dad72135ad3d82abf73a4f13 ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"05a897ce9fe49f165bbda029c89a3f1f ";"9.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"f920a879020855b6c92234e48dbc5b4a ";"6.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d8b22f62feac13932bbc622a00b6fe86 ";"9.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"1845dfb9e6fcb7d6ddaaaf9209669a59 ";"9.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"00817e8a1f70ef3d38481bc73eff4f3b ";"8.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"312e3edf39a72d333352df2a41f54f78 ";"6.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"77067b2d4f4c5b74151443318202145a ";"5.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ece4bf9b8bc774535360c3bcdd31d141 ";"9.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"73fe9908d8069925c6fe41b6295c359e ";"7.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0d60d6592e7008990c2fae3d6dc38876 ";"6.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"7724c0aa8dfe9f901113872344474679 ";"0.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"aab7ed515e265593abb11d7c6426f706 ";"8.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"dc4fb85f96d5e258a85daaca3ef0381d ";"7.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"f82c470c0402eb305a0fb2ed02c8e0da ";"8.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"29054877480ea5a9d8fa3c71c67cf64f ";"5.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"4053f4ec2ac9c559f4dba781601528f9 ";"7.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"8e0a9c44006f9688ba76a1d30c612ad3 ";"6.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"fbb2088d4948a5a00138f6a365c83b0b ";"4.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"135c8e7f9fb17a4017e201910314171e ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d59d812f1d1b0dcd670338ea413bf78b ";"2.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"42fede1acc943a05417787540f3b7569 ";"6.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0e153f088e4ba8895b750b65adb1645e ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"499b1c91c88763bc1cce62f90bd964fa ";"0.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2013f534c65d77dc89122c35df697415 ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a2d646a0957c1c07e8924d3d287f381a ";"0.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"4ab16fc330c852a118814a017a1b16ab ";"6.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"447b55103c7edbbcea2bf13044dd2f01 ";"8.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ce1a5176cd09437fb91b145a20a5bc9e ";"0.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5acd4a8859a004ce7bb855726301c89e ";"9.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"c71010a75ec4bac4d1df216625c18355 ";"5.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e8adc32af7e19085dfffc9a508099148 ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d1bbc794631db350f623adb5b9f39986 ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"36082aa60a418d71d7f086cd6c5534ca ";"4.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"9fde387831d4d157f00ef588bbb2214e ";"7.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"48ac3c43761a2e7a7a8c24ccaf5032a2 ";"4.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a70e6e000686d82ad1d1a29ce75fab9f ";"6.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ee4a24980ff7dd1a7b44db77a1d52a57 ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"097f7c4bf5faa328abe7629a0c3c3c8c ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"017fb033e3576b90a4746f95ed1670d6 ";"7.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e4caff7e063e019d019a550a2cc7ecce ";"3.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2be2c409dad72135ad3d82abf73a4f13 ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"05a897ce9fe49f165bbda029c89a3f1f ";"9.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"f920a879020855b6c92234e48dbc5b4a ";"6.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d8b22f62feac13932bbc622a00b6fe86 ";"9.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"1845dfb9e6fcb7d6ddaaaf9209669a59 ";"9.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"00817e8a1f70ef3d38481bc73eff4f3b ";"8.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"312e3edf39a72d333352df2a41f54f78 ";"6.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"77067b2d4f4c5b74151443318202145a ";"5.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ece4bf9b8bc774535360c3bcdd31d141 ";"9.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"73fe9908d8069925c6fe41b6295c359e ";"7.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0d60d6592e7008990c2fae3d6dc38876 ";"6.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"7724c0aa8dfe9f901113872344474679 ";"0.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"aab7ed515e265593abb11d7c6426f706 ";"8.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"dc4fb85f96d5e258a85daaca3ef0381d ";"7.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"f82c470c0402eb305a0fb2ed02c8e0da ";"8.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"29054877480ea5a9d8fa3c71c67cf64f ";"5.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"4053f4ec2ac9c559f4dba781601528f9 ";"7.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"8e0a9c44006f9688ba76a1d30c612ad3 ";"6.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"fbb2088d4948a5a00138f6a365c83b0b ";"4.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"135c8e7f9fb17a4017e201910314171e ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d59d812f1d1b0dcd670338ea413bf78b ";"2.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"42fede1acc943a05417787540f3b7569 ";"6.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0e153f088e4ba8895b750b65adb1645e ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"499b1c91c88763bc1cce62f90bd964fa ";"0.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2013f534c65d77dc89122c35df697415 ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a2d646a0957c1c07e8924d3d287f381a ";"0.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"4ab16fc330c852a118814a017a1b16ab ";"6.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"447b55103c7edbbcea2bf13044dd2f01 ";"8.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ce1a5176cd09437fb91b145a20a5bc9e ";"0.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5acd4a8859a004ce7bb855726301c89e ";"9.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"c71010a75ec4bac4d1df216625c18355 ";"5.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e8adc32af7e19085dfffc9a508099148 ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d1bbc794631db350f623adb5b9f39986 ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"36082aa60a418d71d7f086cd6c5534ca ";"4.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"9fde387831d4d157f00ef588bbb2214e ";"7.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"48ac3c43761a2e7a7a8c24ccaf5032a2 ";"4.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a70e6e000686d82ad1d1a29ce75fab9f ";"6.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ee4a24980ff7dd1a7b44db77a1d52a57 ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"097f7c4bf5faa328abe7629a0c3c3c8c ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"017fb033e3576b90a4746f95ed1670d6 ";"7.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e4caff7e063e019d019a550a2cc7ecce ";"3.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2be2c409dad72135ad3d82abf73a4f13 ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"05a897ce9fe49f165bbda029c89a3f1f ";"9.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"f920a879020855b6c92234e48dbc5b4a ";"6.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d8b22f62feac13932bbc622a00b6fe86 ";"9.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"1845dfb9e6fcb7d6ddaaaf9209669a59 ";"9.5 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"00817e8a1f70ef3d38481bc73eff4f3b ";"8.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"312e3edf39a72d333352df2a41f54f78 ";"6.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"77067b2d4f4c5b74151443318202145a ";"5.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ece4bf9b8bc774535360c3bcdd31d141 ";"9.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"73fe9908d8069925c6fe41b6295c359e ";"7.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0d60d6592e7008990c2fae3d6dc38876 ";"6.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"7724c0aa8dfe9f901113872344474679 ";"0.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"aab7ed515e265593abb11d7c6426f706 ";"8.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"dc4fb85f96d5e258a85daaca3ef0381d ";"7.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"f82c470c0402eb305a0fb2ed02c8e0da ";"8.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"29054877480ea5a9d8fa3c71c67cf64f ";"5.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"4053f4ec2ac9c559f4dba781601528f9 ";"7.6 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"8e0a9c44006f9688ba76a1d30c612ad3 ";"6.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"fbb2088d4948a5a00138f6a365c83b0b ";"4.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"135c8e7f9fb17a4017e201910314171e ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d59d812f1d1b0dcd670338ea413bf78b ";"2.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"42fede1acc943a05417787540f3b7569 ";"6.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"0e153f088e4ba8895b750b65adb1645e ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"499b1c91c88763bc1cce62f90bd964fa ";"0.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"2013f534c65d77dc89122c35df697415 ";"7.1 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a2d646a0957c1c07e8924d3d287f381a ";"0.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"4ab16fc330c852a118814a017a1b16ab ";"6.9 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"447b55103c7edbbcea2bf13044dd2f01 ";"8.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"ce1a5176cd09437fb91b145a20a5bc9e ";"0.8 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"5acd4a8859a004ce7bb855726301c89e ";"9.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"c71010a75ec4bac4d1df216625c18355 ";"5.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"e8adc32af7e19085dfffc9a508099148 ";"7.3 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"d1bbc794631db350f623adb5b9f39986 ";"5.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"36082aa60a418d71d7f086cd6c5534ca ";"4.2 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"9fde387831d4d157f00ef588bbb2214e ";"7.0 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"48ac3c43761a2e7a7a8c24ccaf5032a2 ";"4.4 "
"LORENA AZEVEDO DE SOUSA";"PRÁTICAS DE LEITURA EM INGLÊS";"a70e6e000686d82ad1d1a29ce75fab9f ";"6.1 "
